Area,All Ages,Age 0 - 4,Aged 5-9,Aged 10-14,Aged 15-19,Aged 20-24,Aged 25-29,Aged 30-34,Aged 35-39,Aged 40-44,Aged 45-49,Aged 50-54,Aged 55-59,Aged 60-64,Aged 65-69,Aged 70-74,Aged 75-79,Aged 80-84,Aged 85+
ladu2023:Eastleigh,"136,963","7,545","8,542","8,463","7,150","6,368","8,251","9,523","9,288","9,087","8,759","9,584","9,317","8,170","7,045","7,008","5,301","3,743","3,819"
ladu2023:Fareham,"114,952","5,080","6,210","6,324","5,805","5,438","5,573","6,643","6,648","6,552","7,143","8,366","8,921","7,963","6,662","7,349","5,930","4,030","4,315"
ladu2023:Gosport,"82,169","4,216","4,637","4,920","4,345","4,302","4,860","5,154","5,108","4,727","4,918","5,793","6,050","5,482","4,506","4,845","3,579","2,328","2,399"
ladu2023:Hart,"100,262","5,141","6,254","6,422","5,940","4,654","5,245","5,810","6,287","6,791","7,371","7,496","7,280","5,811","4,694","5,201","4,199","2,941","2,725"
ladu2023:Havant,"124,467","6,113","6,889","6,996","6,365","5,883","6,758","7,515","7,114","6,561","6,946","8,794","9,358","8,761","7,521","7,837","6,233","4,349","4,474"
ladu2023:New Forest,"176,217","7,160","8,672","9,345","8,479","7,113","7,651","8,531","8,626","9,028","10,043","12,615","14,091","12,942","12,123","13,486","10,680","7,383","8,249"
ladu2023:Rushmoor,"100,096","6,203","6,076","5,550","5,145","5,663","7,620","8,742","7,835","6,910","6,501","6,962","6,588","5,081","4,058","4,238","3,117","2,049","1,758"
ladu2023:Test Valley,"131,158","6,903","7,794","7,669","6,519","5,760","7,310","8,316","8,279","8,303","8,764","9,685","9,721","8,263","6,902","7,494","5,871","3,753","3,852"
ladu2023:Winchester,"127,921","6,011","7,325","7,798","9,031","8,344","6,391","6,936","7,357","7,880","8,346","9,003","8,974","7,736","6,524","6,904","5,496","3,770","4,095"
ladu2023:Ashford,"133,221","7,579","8,309","8,566","7,488","6,485","7,840","8,864","8,369","8,215","8,443","9,977","9,349","7,595","6,656","7,191","5,549","3,490","3,256"
ladu2023:Canterbury,"156,631","6,827","7,723","8,358","11,652","15,539","8,677","8,458","8,397","8,289","8,854","9,867","10,252","9,227","8,529","9,355","7,085","4,726","4,816"
ladu2023:Dartford,"116,819","8,286","8,220","8,095","6,388","5,610","7,747","9,726","9,646","8,876","7,780","7,675","7,070","5,613","4,339","4,196","3,055","2,237","2,260"
ladu2023:Dover,"116,549","5,618","6,492","6,806","6,054","5,403","6,469","6,903","6,599","6,390","6,673","8,058","8,898","8,131","7,415","7,639","5,806","3,741","3,454"
ladu2023:Gravesham,"106,883","6,560","7,141","7,156","6,257","5,666","6,509","7,523","7,516","6,976","6,777","7,411","7,109","5,807","4,850","4,832","3,672","2,594","2,527"
ladu2023:Maidstone,"176,697","10,451","10,838","10,482","9,140","8,772","11,212","12,321","12,046","11,417","11,611","12,546","12,033","9,993","8,557","9,220","6,881","4,637","4,540"
ladu2023:Sevenoaks,"120,823","6,684","7,523","8,097","6,765","4,997","5,660","6,693","7,367","7,812","8,159","8,821","8,807","7,343","6,393","6,884","5,350","3,560","3,908"
ladu2023:Folkestone and Hythe,"110,040","5,088","5,705","6,204","5,368","5,278","5,830","6,234","5,924","6,254","6,566","7,975","8,397","7,633","6,834","7,746","5,773","3,676","3,555"
ladu2023:Swale,"152,218","8,844","9,475","9,579","8,332","7,898","9,381","10,453","10,063","9,332","9,353","10,530","10,825","9,042","7,630","8,344","5,954","3,854","3,329"
ladu2023:Thanet,"140,658","7,307","7,944","8,317","7,264","6,632","7,717","8,483","8,314","8,131","8,388","9,745","9,925","9,083","8,467","9,254","6,911","4,476","4,300"
ladu2023:Tonbridge and Malling,"132,363","7,666","8,480","8,705","7,710","5,883","7,052","8,105","8,233","8,742","9,325","9,849","9,438","7,736","6,360","6,731","5,284","3,636","3,428"
ladu2023:Tunbridge Wells,"115,650","6,106","7,003","8,112","6,765","4,894","5,985","6,900","7,250","7,799","8,416","8,929","8,214","6,705","5,475","5,874","4,601","3,163","3,459"
ladu2023:Cherwell,"161,830","9,340","9,358","9,839","8,599","7,936","10,602","12,217","12,060","11,055","10,571","11,461","11,314","9,165","7,547","7,599","5,532","3,814","3,821"
ladu2023:Oxford,"160,379","6,987","7,759","8,626","14,292","22,020","15,156","13,314","11,032","9,689","8,777","8,823","8,232","6,517","5,300","4,853","3,638","2,572","2,792"
ladu2023:South Oxfordshire,"150,002","7,972","8,773","9,054","7,969","6,547","8,343","9,360","9,760","9,745","10,187","11,415","10,975","9,083","7,680","7,856","6,489","4,430","4,364"
ladu2023:Vale of White Horse,"139,400","7,748","8,336","8,664","7,565","6,273","8,244","9,551","9,564","9,139","9,070","9,654","9,642","8,309","6,956","7,333","5,523","3,835","3,994"
ladu2023:West Oxfordshire,"115,116","5,717","6,557","6,893","5,902","5,535","6,696","7,210","7,027","7,063","7,394","8,338","8,542","7,312","6,182","6,562","5,134","3,413","3,639"
ladu2023:Elmbridge,"139,453","8,268","9,724","10,053","7,875","5,170","6,062","7,539","9,176","11,135","11,313","10,663","9,722","7,809","6,217","6,237","4,900","3,427","4,163"
ladu2023:Epsom and Ewell,"81,006","4,585","5,291","5,363","4,739","3,945","3,980","4,732","5,599","6,218","6,110","5,847","5,444","4,473","3,626","3,911","2,978","2,041","2,124"
ladu2023:Guildford,"144,013","6,701","7,778","8,273","10,293","13,528","8,654","8,737","8,708","9,257","9,555","9,730","9,608","7,837","6,512","6,563","4,944","3,438","3,897"
ladu2023:Mole Valley,"87,599","3,970","4,646","5,300","4,860","3,720","3,998","4,209","4,714","5,458","6,053","6,854","6,939","5,964","5,169","5,163","4,292","3,015","3,275"
ladu2023:Reigate and Banstead,"151,497","9,056","9,940","9,983","7,962","6,591","8,354","10,440","10,953","11,119","10,609","10,577","10,486","8,542","6,767","7,096","5,258","3,544","4,220"
ladu2023:Runnymede,"87,830","4,751","4,820","4,866","6,088","7,582","4,956","5,563","5,769","5,670","5,967","5,963","5,862","4,765","3,796","3,780","3,035","2,119","2,478"
ladu2023:Spelthorne,"103,036","5,974","6,350","6,128","5,254","4,936","5,967","7,400","7,593","7,495","6,838","7,332","7,331","5,798","4,596","4,636","3,706","2,795","2,907"
ladu2023:Surrey Heath,"90,653","4,406","5,318","5,764","5,044","4,231","4,871","5,446","5,738","6,112","6,568","6,976","6,749","5,423","4,415","4,555","3,660","2,526","2,851"
ladu2023:Tandridge,"88,127","4,990","5,257","5,692","5,025","3,939","4,091","4,900","5,535","5,710","5,872","6,591","6,540","5,510","4,648","4,750","3,728","2,532","2,817"
ladu2023:Waverley,"128,880","6,458","7,831","8,569","8,126","5,800","5,366","6,384","7,534","8,466","9,492","9,777","9,103","7,801","6,561","7,031","5,872","3,980","4,729"
ladu2023:Woking,"103,900","6,136","6,682","6,767","5,488","4,878","6,378","7,307","7,830","8,106","7,659","7,128","6,758","5,480","4,490","4,427","3,321","2,344","2,721"
ladu2023:Adur,"64,632","3,169","3,908","3,832","3,280","2,669","3,130","3,637","3,926","4,157","4,428","4,699","4,541","3,964","3,570","4,027","3,193","2,270","2,232"
ladu2023:Arun,"165,219","7,200","8,221","8,331","7,736","7,391","8,293","9,378","8,986","8,733","9,255","11,438","12,004","11,109","10,717","12,517","9,926","6,810","7,174"
ladu2023:Chichester,"124,517","5,283","6,115","6,641","6,514","6,619","6,146","6,461","6,426","6,451","7,181","8,437","9,432","8,872","8,090","8,707","7,082","4,870","5,190"
ladu2023:Crawley,"118,607","7,613","8,071","7,856","6,574","6,581","8,479","9,966","9,729","9,102","7,817","7,766","7,141","6,101","4,678","4,175","2,736","1,907","2,315"
ladu2023:Horsham,"147,500","7,350","8,047","8,980","7,895","6,297","7,536","8,504","8,653","9,088","9,505","10,877","11,291","9,787","8,371","8,814","6,912","4,633","4,960"
ladu2023:Mid Sussex,"152,919","8,239","9,337","9,743","8,306","6,358","7,658","9,149","9,928","10,470","10,930","11,414","10,701","8,987","7,884","8,176","6,634","4,232","4,773"
ladu2023:Worthing,"111,654","5,453","6,049","6,313","5,557","5,248","6,204","7,114","7,095","7,099","7,517","8,145","7,972","6,756","5,866","6,557","5,054","3,585","4,070"
ladu2023:Bath and North East Somerset,"192,419","8,996","10,029","10,593","13,678","18,453","11,345","11,770","10,974","10,879","11,512","12,753","12,797","10,908","9,407","9,814","7,545","5,356","5,610"
"ladu2023:Bristol, City of","471,285","25,685","26,628","25,562","28,085","47,784","44,291","43,704","37,950","31,355","27,000","26,382","25,074","20,778","16,906","16,023","11,508","8,135","8,435"
ladu2023:North Somerset,"217,385","10,585","12,221","12,899","11,136","9,765","10,778","12,393","13,093","13,434","14,000","15,545","15,772","13,566","12,494","13,914","11,012","7,306","7,472"
ladu2023:South Gloucestershire,"290,886","15,995","17,105","16,788","15,979","18,165","19,443","20,621","19,691","18,210","17,878","20,255","19,960","16,231","13,504","14,109","11,520","7,765","7,667"
ladu2023:Plymouth,"264,768","13,149","15,059","15,079","15,422","21,141","17,907","18,494","17,453","15,763","15,586","17,609","17,409","15,407","12,984","13,090","9,972","6,660","6,584"
ladu2023:Torbay,"139,440","6,003","7,250","7,553","6,924","6,153","7,032","7,621","7,318","7,258","8,099","10,234","10,789","9,882","9,238","9,858","7,792","5,072","5,364"
ladu2023:Swindon,"233,760","13,556","15,119","14,865","12,458","11,966","15,079","17,294","17,309","16,375","16,251","16,728","16,074","13,301","10,597","9,861","7,148","4,897","4,882"
ladu2023:Cornwall,"571,948","25,416","30,221","31,365","29,433","28,724","28,368","31,754","30,977","31,397","34,409","40,780","43,400","40,612","37,482","40,185","30,293","18,754","18,378"
ladu2023:Isles of Scilly,"2,271",100,105,103,91,163,136,122,145,155,106,154,161,134,119,151,135,95,96
ladu2023:Wiltshire,"513,240","25,357","29,363","30,542","28,159","24,843","28,719","31,068","30,798","29,750","33,040","37,564","38,185","33,394","28,880","29,804","23,033","15,278","15,463"
"ladu2023:Bournemouth, Christchurch and Poole","400,155","18,796","21,171","21,401","21,656","26,936","23,625","26,110","26,218","25,693","24,572","26,851","26,668","23,593","20,717","22,588","17,547","12,065","13,948"
ladu2023:Dorset,"381,245","14,991","18,068","20,432","19,547","15,659","16,615","18,402","18,379","18,988","21,239","26,883","29,858","29,137","27,095","30,325","23,529","15,677","16,421"
ladu2023:East Devon,"152,065","6,484","7,685","7,785","7,368","6,436","6,941","7,598","7,630","7,724","8,683","10,458","11,039","10,618","10,427","11,824","9,663","6,556","7,146"
ladu2023:Exeter,"129,527","5,816","6,228","6,131","10,377","16,283","8,936","9,036","8,504","7,494","7,256","7,762","7,504","6,322","5,493","5,714","4,252","3,158","3,261"
ladu2023:Mid Devon,"83,171","3,998","4,573","5,069","4,547","3,550","4,130","4,472","4,761","4,625","5,125","6,183","6,364","5,728","5,197","5,436","4,105","2,640","2,668"
ladu2023:North Devon,"99,398","4,482","5,233","5,674","5,096","4,337","5,132","5,443","5,156","5,352","5,837","7,091","7,721","7,193","6,326","6,929","5,413","3,427","3,556"
ladu2023:South Hams,"89,161","3,524","4,398","4,807","4,395","3,431","3,776","4,322","4,446","4,560","5,207","6,494","7,397","7,166","6,520","6,896","5,239","3,238","3,345"
ladu2023:Teignbridge,"135,189","5,886","6,876","7,173","6,460","5,561","6,390","7,213","7,280","7,192","7,979","9,758","10,800","10,006","9,333","9,827","7,680","4,785","4,990"
ladu2023:Torridge,"68,444","2,811","3,481","3,545","3,245","2,795","3,110","3,382","3,217","3,289","3,866","5,110","5,577","5,526","5,037","5,479","4,033","2,476","2,465"
ladu2023:West Devon,"57,480","2,173","2,748","3,161","2,981","2,144","2,393","2,679","2,796","2,868","3,384","4,272","4,913","4,559","4,183","4,480","3,382","2,225","2,139"
ladu2023:Cheltenham,"118,838","5,813","6,355","6,918","6,672","7,742","8,156","8,250","8,235","7,626","7,374","7,847","8,069","6,728","5,658","5,817","4,518","3,324","3,736"
ladu2023:Cotswold,"91,076","4,007","4,589","4,968","4,502","3,948","3,956","4,581","4,855","5,155","5,816","6,894","7,410","6,584","5,996","6,266","4,980","3,254","3,315"
ladu2023:Forest of Dean,"87,114","3,972","4,423","4,650","5,045","4,077","4,365","4,830","4,576","4,341","5,090","6,570","6,973","6,275","5,778","6,014","4,549","2,950","2,636"
ladu2023:Gloucester,"132,564","7,377","8,315","8,253","7,635","8,460","8,812","9,766","9,206","8,453","8,174","9,153","9,051","7,629","5,954","5,754","4,522","3,014","3,036"
ladu2023:Stroud,"121,493","5,598","6,638","7,203","6,484","5,094","6,017","6,634","6,815","7,130","8,077","9,445","9,435","8,504","7,397","7,767","5,674","3,773","3,808"
ladu2023:Tewkesbury,"95,400","5,267","5,741","5,513","4,668","4,179","5,293","6,234","5,957","5,849","5,797","6,656","6,979","5,964","5,386","5,614","4,433","3,059","2,811"
ladu2023:Somerset,"573,100","26,972","30,437","32,627","30,410","26,060","30,250","33,101","31,693","30,790","34,173","41,380","43,334","39,035","36,102","38,531","29,324","19,194","19,687"
ladu2023:Isle of Anglesey,"68,937","3,150","3,846","3,957","3,519","3,058","3,318","3,681","3,448","3,500","3,957","4,970","5,208","5,026","4,767","5,056","3,750","2,531","2,195"
ladu2023:Gwynedd,"117,072","5,315","6,236","6,539","6,814","8,397","6,447","6,638","5,912","5,926","6,748","8,086","8,571","8,035","7,157","7,233","5,575","3,624","3,819"
ladu2023:Conwy,"114,788","4,981","5,815","6,270","5,614","5,036","5,519","6,166","5,821","5,725","6,522","8,188","9,073","8,591","7,883","8,491","6,305","4,287","4,501"
ladu2023:Denbighshire,"96,047","4,754","5,324","5,705","5,273","4,477","5,087","5,156","4,902","4,952","5,684","6,856","7,330","6,662","6,081","6,577","4,906","3,266","3,055"
ladu2023:Flintshire,"155,045","7,572","8,630","9,376","8,300","7,404","8,858","9,729","9,421","8,945","9,818","11,915","11,670","10,037","8,598","9,626","6,751","4,542","3,853"
ladu2023:Wrexham,"135,152","6,914","7,961","8,302","7,388","6,960","7,865","8,595","8,720","8,214","8,576","10,145","9,657","8,308","7,491","7,558","5,573","3,549","3,376"
ladu2023:Ceredigion,"70,676","2,687","3,297","3,419","4,383","5,910","3,570","3,480","3,313","3,153","3,606","4,753","5,428","5,164","4,919","5,063","3,783","2,399","2,349"
ladu2023:Pembrokeshire,"123,633","5,540","6,706","7,083","6,409","5,682","6,249","6,696","6,322","6,214","6,855","8,647","9,609","9,118","8,608","8,829","6,630","4,320","4,116"
ladu2023:Carmarthenshire,"188,172","8,901","10,252","10,990","10,107","8,796","9,874","10,729","10,462","10,199","11,063","13,244","14,324","13,543","12,420","12,147","9,392","6,027","5,702"
ladu2023:Swansea,"237,897","11,342","12,989","13,711","13,951","18,740","14,187","15,087","14,605","13,880","13,858","15,733","16,003","14,580","12,788","13,119","9,750","6,816","6,758"
ladu2023:Neath Port Talbot,"141,934","6,926","7,992","8,404","8,738","7,507","8,286","8,788","8,767","8,237","8,385","9,792","10,332","9,551","8,337","8,238","5,970","3,986","3,698"
ladu2023:Bridgend,"145,738","7,287","8,330","8,737","7,737","7,435","8,751","9,872","8,963","8,607","9,075","10,641","10,701","9,249","8,077","8,231","6,135","4,268","3,642"
ladu2023:Vale of Glamorgan,"132,491","6,796","7,866","8,330","7,114","6,115","7,189","7,925","8,160","8,177","8,189","9,232","9,477","8,705","7,837","7,819","5,904","3,929","3,727"
ladu2023:Cardiff,"359,824","18,901","21,493","21,573","24,659","36,564","29,396","26,949","25,021","22,367","20,265","21,009","20,572","18,147","14,967","14,104","9,772","6,867","7,198"
ladu2023:Rhondda Cynon Taf,"237,545","12,389","14,011","14,550","13,516","14,250","14,577","16,082","15,283","13,720","14,351","16,695","16,793","14,541","12,770","13,191","9,473","6,111","5,242"
ladu2023:Caerphilly,"175,999","9,105","10,412","10,797","9,711","9,034","10,601","11,609","11,252","10,626","10,887","12,612","12,661","11,079","9,850","10,046","7,165","4,672","3,880"
ladu2023:Blaenau Gwent,"66,989","3,472","3,722","3,799","3,391","3,548","4,362","4,609","4,053","3,683","4,075","5,077","5,215","4,345","3,719","3,816","2,842","1,789","1,472"
ladu2023:Torfaen,"92,454","4,964","5,366","5,644","5,014","4,735","5,771","6,272","5,740","5,260","5,286","6,390","6,770","5,944","5,246","5,234","3,838","2,548","2,432"
ladu2023:Monmouthshire,"93,163","3,926","4,614","5,145","4,709","3,870","4,499","4,777","4,919","5,041","5,704","7,243","7,844","6,732","6,154","6,392","4,982","3,306","3,306"
ladu2023:Newport,"159,687","9,670","10,330","10,290","8,780","8,665","10,949","12,436","11,258","9,986","9,595","10,781","10,690","9,070","7,293","7,200","5,436","3,751","3,507"
ladu2023:Powys,"133,521","5,691","6,523","6,982","6,605","5,770","6,526","6,762","6,481","6,412","7,600","9,666","10,714","10,436","9,893","10,004","7,684","5,001","4,771"
ladu2023:Merthyr Tydfil,"58,869","3,281","3,636","3,574","3,179","3,199","3,649","4,119","4,038","3,382","3,438","4,108","4,291","3,803","3,166","3,135","2,204","1,429","1,238"
ladu2023:Clackmannanshire,"51,600","2,346","2,790","3,021","2,691","2,681","2,953","3,068","3,018","2,979","3,432","4,174","4,160","3,590","3,124","3,119","2,133","1,294","1,027"
ladu2023:Dumfries and Galloway,"146,250","6,020","6,929","7,894","6,839","6,575","7,017","7,501","7,334","7,072","8,347","11,098","12,509","11,681","10,670","10,750","7,891","5,357","4,766"
ladu2023:East Ayrshire,"120,500","5,799","6,689","6,732","6,235","6,091","6,665","7,388","7,140","6,832","7,738","9,417","9,593","8,640","7,431","7,158","4,909","3,340","2,703"
ladu2023:East Lothian,"111,340","5,466","6,475","6,777","6,076","5,224","5,773","6,406","6,748","6,843","7,345","8,483","8,685","7,834","6,424","6,206","4,586","3,086","2,903"
ladu2023:East Renfrewshire,"96,210","4,775","6,447","6,758","5,682","4,530","3,845","4,598","5,690","6,411","6,391","6,947","7,005","6,505","5,677","5,235","3,892","2,790","3,032"
ladu2023:Na h-Eileanan Siar,"26,160","1,048","1,298","1,363","1,220",967,"1,201","1,268","1,252","1,512","1,696","2,100","2,218","2,080","1,914","1,836","1,283","1,023",881
ladu2023:Falkirk,"158,760","7,431","8,505","9,507","8,162","8,510","9,420","9,931","10,047","10,004","11,079","12,538","12,282","10,511","8,772","8,711","5,859","4,072","3,419"
ladu2023:Highland,"235,850","9,993","12,083","12,960","11,675","10,940","12,124","13,106","13,803","13,807","14,899","18,104","19,421","17,714","15,950","15,019","10,693","7,071","6,488"
ladu2023:Inverclyde,"78,390","3,287","3,807","4,132","3,977","4,164","4,363","4,514","4,460","4,374","4,790","6,132","6,900","6,173","4,988","4,624","3,316","2,295","2,094"
ladu2023:Midlothian,"95,670","5,486","5,959","5,455","4,783","4,841","5,634","6,797","6,784","6,037","6,013","6,855","6,782","6,138","5,125","5,160","3,594","2,322","1,905"
ladu2023:Moray,"94,270","4,261","4,911","5,354","4,851","4,824","5,280","5,485","5,394","5,295","6,062","7,187","7,347","6,731","5,959","5,708","4,128","2,831","2,662"
ladu2023:North Ayrshire,"133,860","5,650","6,861","7,475","7,085","6,925","6,939","7,224","7,260","7,152","8,409","10,209","11,106","10,076","9,082","8,693","6,271","4,053","3,390"
ladu2023:Orkney Islands,"22,030",979,"1,097","1,206","1,022",904,"1,178","1,255","1,233","1,144","1,354","1,725","1,855","1,672","1,491","1,426","1,094",751,644
ladu2023:Scottish Borders,"117,080","4,857","5,857","6,436","5,738","5,022","5,283","5,672","6,069","6,050","7,326","9,257","9,863","9,292","8,316","8,347","5,930","4,082","3,683"
ladu2023:Shetland Islands,"22,960","1,098","1,355","1,473","1,238","1,082","1,238","1,374","1,274","1,425","1,511","1,678","1,734","1,517","1,396","1,323","1,028",661,555
ladu2023:South Ayrshire,"111,560","4,513","5,469","5,991","5,378","5,280","5,291","5,598","5,916","5,975","6,714","8,328","9,010","8,790","8,038","7,850","5,810","3,938","3,671"
ladu2023:South Lanarkshire,"325,390","15,969","17,416","18,220","16,956","17,257","18,707","19,740","20,807","20,220","20,982","25,108","25,472","23,185","19,739","17,396","12,322","8,439","7,455"
ladu2023:Stirling,"91,470","3,865","4,672","5,193","6,063","7,098","4,765","4,853","5,000","5,292","5,709","7,022","7,116","6,087","5,071","5,096","3,714","2,586","2,268"
ladu2023:Aberdeen City,"220,630","10,680","11,104","10,759","12,320","18,764","16,622","17,380","16,242","14,343","13,522","13,952","14,196","12,979","10,952","10,131","6,719","5,063","4,902"
ladu2023:Aberdeenshire,"263,140","13,171","15,892","16,374","13,685","11,227","12,249","15,143","16,901","17,085","18,031","20,504","20,452","17,937","15,953","15,218","10,336","6,789","6,193"
ladu2023:Argyll and Bute,"87,960","3,286","4,054","4,405","4,010","4,060","4,339","4,512","4,506","4,655","5,319","6,868","7,561","7,165","6,381","6,507","4,521","3,081","2,730"
ladu2023:City of Edinburgh,"505,750","22,283","24,079","24,193","29,258","45,573","43,458","42,827","37,886","33,896","30,624","31,639","31,172","27,672","22,702","21,490","14,725","10,721","11,552"
ladu2023:Renfrewshire,"182,330","8,400","9,424","9,649","9,545","10,624","11,738","12,311","11,808","10,981","11,252","14,000","14,280","12,823","10,175","9,605","6,779","4,725","4,211"
ladu2023:West Dunbartonshire,"88,510","4,143","4,866","5,189","4,584","4,822","5,246","5,591","5,578","5,132","5,361","6,710","7,235","6,537","5,385","4,751","3,236","2,179","1,965"
ladu2023:West Lothian,"180,850","9,247","10,878","11,473","9,956","9,485","10,427","11,885","12,238","11,746","12,719","14,478","13,617","11,492","9,237","8,889","6,089","3,915","3,079"
ladu2023:Angus,"114,950","4,957","5,992","6,233","5,850","5,403","5,719","6,138","6,620","6,352","7,051","8,483","9,267","8,483","7,544","8,010","5,549","3,745","3,554"
ladu2023:Dundee City,"146,790","6,717","7,478","7,933","9,664","13,621","10,637","10,471","9,520","8,019","7,829","9,212","9,801","9,219","7,291","7,055","4,928","3,647","3,748"
ladu2023:East Dunbartonshire,"108,920","5,211","6,275","6,436","5,580","4,936","4,703","5,530","6,459","6,865","6,828","7,883","8,549","7,890","6,910","6,633","4,906","3,758","3,568"
ladu2023:Fife,"370,880","16,998","19,743","21,593","20,869","22,211","20,013","21,758","22,093","21,703","22,897","27,506","28,319","25,730","22,087","22,097","15,736","10,122","9,405"
ladu2023:Perth and Kinross,"150,700","6,352","7,468","8,398","7,581","7,156","7,528","8,111","8,688","8,565","9,425","11,438","12,176","10,980","10,010","9,785","7,087","4,977","4,975"
ladu2023:Glasgow City,"610,860","29,524","30,609","30,055","35,524","54,251","56,817","53,863","45,005","37,358","35,055","39,751","40,790","35,837","27,830","22,099","15,083","10,956","10,453"
ladu2023:North Lanarkshire,"341,280","17,146","19,094","20,570","19,546","20,041","20,296","21,696","22,121","21,850","22,925","26,927","26,381","22,278","18,492","16,483","11,523","7,831","6,080"
ladu2023:Antrim and Newtownabbey,"145,852","8,220","9,373","9,858","8,700","7,762","8,713","9,553","9,908","9,831","9,758","10,306","10,028","8,527","7,057","6,460","5,211","3,496","3,091"
"ladu2023:Armagh City, Banbridge and Craigavon","219,127","14,041","15,488","15,814","13,289","11,382","13,228","14,687","15,184","14,527","14,302","15,014","14,504","12,331","9,896","9,069","7,326","4,808","4,237"
ladu2023:Belfast,"344,992","19,559","21,343","21,201","20,863","29,041","26,824","26,590","24,563","21,680","19,531","21,054","22,011","19,553","14,970","12,173","10,028","6,897","7,111"
ladu2023:Causeway Coast and Glens,"141,664","7,882","8,858","9,121","8,330","7,842","7,641","8,377","8,573","8,487","9,193","10,356","10,211","9,191","7,848","6,991","5,745","3,778","3,240"
ladu2023:Derry City and Strabane,"150,834","9,226","10,240","10,451","9,437","8,628","8,904","9,782","10,022","9,740","9,758","10,710","10,691","8,930","7,387","6,570","4,828","3,103","2,427"
ladu2023:Fermanagh and Omagh,"116,926","7,288","7,860","8,086","7,267","5,939","6,279","6,732","7,597","7,505","7,506","7,925","7,940","7,354","6,545","5,685","4,164","2,756","2,498"
ladu2023:Lisburn and Castlereagh,"149,272","9,011","9,591","9,792","7,988","7,006","8,832","10,334","10,607","10,033","9,633","10,455","10,477","9,090","7,146","6,482","5,470","3,824","3,501"
ladu2023:Mid and East Antrim,"139,127","7,568","8,146","8,485","8,020","7,127","7,633","8,404","8,537","8,566","9,031","10,665","10,325","9,069","7,579","7,010","5,747","3,822","3,393"
ladu2023:Mid Ulster,"150,598","10,601","10,995","11,009","9,655","8,330","9,184","10,230","10,897","10,149","9,992","9,720","9,157","7,956","6,669","5,768","4,572","2,984","2,730"
"ladu2023:Newry, Mourne and Down","182,345","11,648","13,021","13,158","11,366","9,877","10,277","11,274","11,859","11,850","11,534","12,577","12,363","10,904","9,210","7,842","6,086","3,887","3,612"
ladu2023:Ards and North Down,"163,827","7,988","9,621","10,155","8,863","7,372","8,426","9,468","9,882","10,173","10,700","11,831","11,829","11,022","9,640","9,685","8,085","4,705","4,382"
mcounty:Greater Manchester (Met County),"2,869,531","171,975","186,603","189,261","175,444","189,917","201,968","212,945","203,022","183,491","176,362","189,217","180,383","152,015","125,825","124,906","90,097","61,674","54,426"
mcounty:Inner London,"3,411,307","188,370","179,460","181,275","179,507","276,558","408,506","377,696","296,899","249,329","219,909","210,033","186,456","139,788","100,918","81,399","56,762","40,853","37,589"
mcounty:Merseyside (Met County),"1,423,718","75,415","80,373","79,780","81,341","95,758","92,918","98,495","91,744","81,397","82,634","96,178","101,017","91,543","76,702","73,122","52,041","37,864","35,396"
mcounty:Outer London,"5,393,462","337,620","349,800","354,349","316,286","309,485","375,488","427,325","436,090","419,193","374,503","362,987","328,779","268,174","208,430","187,717","136,662","98,893","101,681"
mcounty:South Yorkshire (Met County),"1,374,792","74,783","80,357","81,761","79,564","92,644","92,629","96,100","88,163","79,778","81,848","96,219","93,377","81,577","69,004","68,086","51,426","35,213","32,263"
mcounty:Tyne and Wear (Met County),"1,126,149","57,887","63,475","64,507","64,464","78,695","73,772","76,042","73,674","66,989","66,343","75,177","77,967","71,393","60,620","58,347","39,772","29,221","27,804"
mcounty:West Midlands (Met County),"2,918,251","180,708","198,066","200,315","194,948","204,234","196,221","207,492","200,475","186,405","177,820","190,845","175,689","148,376","122,704","114,726","90,173","64,737","64,317"
mcounty:West Yorkshire (Met County),"2,350,407","138,310","150,241","152,531","145,220","156,293","156,405","164,835","159,984","148,811","146,037","158,459","149,277","129,254","108,442","107,652","75,750","52,687","50,219"
